#timestamp tx ty tz qx qy qz qw
9.858606 11.694742 34.789840 0.161196 0.206186 -0.628964 -0.203487 0.721446
9.859606 11.711088 34.788250 0.161057 0.206199 -0.628905 -0.203519 0.721485
9.860606 11.727440 34.786655 0.160918 0.206211 -0.628846 -0.203551 0.721524
9.861606 11.743800 34.785055 0.160778 0.206224 -0.628787 -0.203583 0.721563
9.862606 11.760165 34.783450 0.160639 0.206237 -0.628728 -0.203614 0.721601
9.863606 11.776538 34.781840 0.160500 0.206250 -0.628669 -0.203646 0.721640
9.864606 11.792916 34.780225 0.160360 0.206262 -0.628610 -0.203678 0.721679
9.865606 11.809301 34.778605 0.160221 0.206275 -0.628551 -0.203710 0.721717
9.866606 11.825693 34.776980 0.160081 0.206288 -0.628492 -0.203742 0.721756
9.867606 11.842091 34.775350 0.159942 0.206300 -0.628434 -0.203774 0.721795
9.868606 11.858495 34.773715 0.159802 0.206313 -0.628375 -0.203806 0.721833
9.869606 11.874906 34.772075 0.159663 0.206325 -0.628316 -0.203838 0.721872
9.870606 11.891323 34.770430 0.159523 0.206338 -0.628257 -0.203870 0.721911
9.871606 11.907746 34.768781 0.159383 0.206350 -0.628198 -0.203902 0.721949
9.872606 11.924176 34.767126 0.159243 0.206363 -0.628139 -0.203934 0.721988
9.873606 11.940612 34.765466 0.159104 0.206375 -0.628081 -0.203966 0.722026
9.874606 11.957054 34.763802 0.158964 0.206388 -0.628022 -0.203998 0.722065
9.875606 11.973502 34.762132 0.158824 0.206400 -0.627963 -0.204030 0.722103
9.876606 11.989956 34.760458 0.158684 0.206412 -0.627904 -0.204062 0.722142
9.877606 12.006416 34.758779 0.158544 0.206425 -0.627845 -0.204094 0.722180
9.878606 12.022883 34.757095 0.158404 0.206437 -0.627787 -0.204126 0.722219
9.879606 12.039356 34.755406 0.158264 0.206449 -0.627728 -0.204158 0.722257
9.880606 12.055834 34.753712 0.158124 0.206461 -0.627669 -0.204190 0.722296
9.881606 12.072319 34.752013 0.157984 0.206474 -0.627610 -0.204223 0.722334
9.882606 12.088810 34.750310 0.157844 0.206486 -0.627552 -0.204255 0.722373
9.883606 12.105306 34.748602 0.157704 0.206498 -0.627493 -0.204287 0.722411
9.884606 12.121809 34.746889 0.157564 0.206510 -0.627434 -0.204319 0.722450
9.885606 12.138317 34.745171 0.157424 0.206522 -0.627376 -0.204351 0.722488
9.886606 12.154832 34.743449 0.157283 0.206534 -0.627317 -0.204384 0.722526
